Gene	13_LV	13_RV	2004_LV	2004_RV	2006_LV	2006_RV	2027_LV	2027_RV	2029_LV	2029_RV	2031_LV	2031_RV	2033_LV	2033_RV	2034_LV	2034_RV	2040_LV	2040_RV	2043_LV	2043_RV	2045_LV	2045_RV	2047_LV	2047_RV	2048_LV	2048_RV	2052_LV	2052_RV	3213_LV	3213_RV	3217_LV	3217_RV	5726_LV	5726_RV	5755_LV	5755_RV	5759_LV	5759_RV	5768_LV	5768_RV	5801_LV	5801_RV	5803_LV	5803_RV	5806_LV	5806_RV	5807_LV	5807_RV	5809_LV	5809_RV	5810_LV	5810_RV	5813_LV	5813_RV	5814_LV	5814_RV	5819_LV	5819_RV	5822_LV	5822_RV	5823_LV	5823_RV	5825_LV	5825_RV
Zfp746	0	0	0	0	5.387448	5.039152	3.695392	3.932887	0	0	0	0	0	0	3.982153	2.658078	0	0	5.078496	4.461241	4.992026	0	4.578065	3.790256	0	3.687396	0	0	0	4.761923	4.668027	6.557852	0	0	0	0	0	0	0	0	0	3.731316	0	3.867938	4.900559	5.031426	0	0	0	0	6.627547	0	0	0	0	0	0	4.048343	0	0	0	0	0	3.044087
Zfp747	0.994294	1.749674	1.331237	1.262332	2.200709	2.755522	1.981162	0.891654	1.814161	1.50855	1.267539	1.214114	1.537215	1.631708	1.320687	1.569922	1.445434	2.481465	2.67755	2.281887	1.749241	1.640321	1.975245	1.476951	1.973484	1.67195	1.481883	2.135373	2.040709	1.797543	2.185103	2.470056	0.936773	1.464478	1.275178	0.744301	1.204664	2.116165	1.688635	1.86243	2.028354	0.943847	1.728862	2.405973	1.441965	1.39194	1.10023	0.941415	1.296898	0.814132	1.623887	1.396057	1.315442	1.019385	1.121618	1.474121	0.713596	1.333304	0.854843	1.555291	1.098638	1.219249	1.187221	1.656295
Zfp748	3.162395	2.877593	3.193021	3.240037	5.135556	6.556494	2.370203	3.48577	3.918283	4.62308	2.842987	3.700543	4.647394	3.84271	2.390642	3.361723	3.667255	5.983704	3.940579	3.860047	4.55031	3.555595	5.570483	4.132737	4.948697	5.819672	2.856996	5.410804	4.708717	3.600159	6.256473	6.370578	3.005894	2.388727	2.034084	2.251098	4.567481	6.183297	8.136749	6.002951	4.034098	2.357789	3.835192	4.473497	2.796481	5.188245	3.133663	2.891592	4.454767	4.705867	4.469586	3.314192	2.952457	3.638751	2.111683	5.890513	3.585423	3.997314	3.861081	2.312572	4.096773	5.269396	2.945904	4.479942
Zfp750	0	0	0.057293	0.025854	0	0	0	0	0.147459	0.027937	0.219372	0.059325	0.060265	0.03225	0.125039	0	0.032408	0	0	0.03448	0	0.026294	0	0	0.174392	0	0	0	0	0.06659	0	0	0.10882	0.026249	0	0	0.107612	0	0	0	0.089941	0.02944	0.031728	0.033758	0	0	0	0.022895	0.063815	0	0.040611	0	0	0	0.0455	0	0.024357	0.10913	0.070414	0.028386	0.028519	0.034228	0.187929	0
Zfp758	7.538779	5.391474	6.044698	6.081296	8.005993	6.408733	7.713153	5.740195	7.293753	7.629199	8.464374	6.82059	9.25141	8.097975	7.893602	6.266896	9.277552	6.986393	7.74075	7.663245	7.376474	5.045159	5.575642	7.579726	10.231889	7.454835	6.165845	6.547344	6.191102	6.116199	8.134051	7.849369	6.462075	5.530023	7.180678	7.352691	7.312061	7.874875	10.364492	7.137472	6.449657	6.967381	5.834032	8.109393	6.336289	7.78304	9.35277	6.60038	6.846825	7.369858	7.929261	8.014832	7.901591	7.346363	6.064891	9.138083	6.474418	5.96578	6.258298	6.628871	7.965014	6.400345	7.665354	6.63471
Zfp759	3.436689	2.679957	3.073201	4.759831	2.368003	3.016281	4.033527	5.23552	3.853088	4.175131	3.858605	3.984939	4.987948	4.246988	5.044471	3.871331	4.634477	5.105562	4.743303	4.669658	4.058424	4.145126	5.780603	2.728603	4.437737	4.838171	3.193703	4.191503	3.665319	4.092765	3.442851	4.10509	4.868263	3.313231	3.696879	4.147045	4.369252	4.84996	3.515852	3.884783	4.427722	4.350236	4.021378	4.98177	5.298709	4.822897	4.228826	4.061005	4.115391	4.667249	4.476733	4.365127	2.859257	4.773014	3.758365	4.564135	2.914393	4.128318	3.068157	3.960103	4.335003	5.118366	4.58918	4.898136
Zfp760	1.467159	2.372618	1.646039	2.077834	2.647776	2.506362	0.971609	1.721581	2.27537	2.244185	1.313324	1.395835	3.360486	2.172489	1.349989	1.6218	1.539684	4.306881	2.539711	1.964571	3.405856	2.350706	3.590764	1.838914	3.44486	1.826124	3.56748	4.169364	2.379406	3.213781	3.414013	4.105084	1.305372	1.492193	1.375377	1.191711	1.841649	2.75085	2.992978	2.28595	1.789758	1.398972	2.014004	4.010091	1.685287	3.311628	1.568712	1.450314	3.316539	3.544297	2.432471	2.382275	1.609988	3.727273	1.857518	2.032177	1.336333	2.367079	2.331969	1.336686	1.788186	1.882876	1.875823	1.518907
Zfp763	1.743983	3.720449	2.199195	1.611465	2.540643	1.877054	3.712264	2.439937	2.032751	2.911878	2.947487	2.115014	1.846231	2.680351	1.780486	3.628689	2.191518	2.666795	2.511826	1.543877	2.439797	2.034339	4.366082	1.772103	3.203337	2.94844	1.828245	3.819635	1.753451	1.322529	2.525737	2.442489	1.9544	2.663527	1.910213	2.125339	1.786227	2.667632	2.521723	2.018002	1.938452	1.598013	2.922871	2.854832	2.602651	8.403978	2.545957	2.201194	3.880677	1.867369	2.434458	2.763415	2.433458	2.408876	1.653346	1.964808	1.521663	2.355422	2.673686	2.74975	2.475719	2.080158	2.386991	3.317433
Zfp764	0.980209	1.513448	1.456099	1.372868	1.84626	1.95836	1.549847	1.69221	1.768714	1.750893	1.177476	1.815343	1.380103	1.285516	1.163344	1.66433	1.548585	2.802002	2.825143	1.736607	1.514987	1.61292	1.531738	1.334279	1.774323	2.272364	2.019846	2.435543	2.204126	3.611537	2.639851	3.315372	1.183931	0.945874	1.409493	1.46438	1.245522	1.406703	2.105557	1.954599	1.715611	2.026409	2.283637	1.84753	2.050881	1.456083	2.276403	1.179157	2.106748	1.629335	1.91419	0.907218	1.16778	1.083518	1.038778	1.527212	1.20545	1.342126	1.169002	0.975013	1.919857	1.724649	1.680975	1.445005
Zfp768	5.999392	6.835144	8.816535	5.946316	3.811056	3.385111	5.267971	3.272914	4.570135	4.880241	5.354223	5.736835	7.958466	5.509542	8.11628	5.869818	4.122336	4.608608	8.122277	7.690966	5.410665	6.461298	5.564542	7.686332	4.850184	3.741835	5.751183	4.465972	4.406016	6.582044	5.42808	6.860077	5.019116	6.760369	8.136317	5.346398	4.912109	6.333318	6.449668	7.963215	7.514446	5.328348	8.327011	4.368414	6.129995	5.642163	7.22999	6.457806	6.075736	4.594044	9.870101	5.927189	4.562314	4.578016	5.479879	7.105862	8.971651	6.373541	5.919053	4.650433	4.610669	6.375892	6.448835	7.657427
Zfp770	13.432368	11.330665	12.608829	10.790636	6.864065	6.179696	15.148867	10.446764	12.775366	14.278024	13.8818	12.454396	13.818028	17.131575	15.50628	18.289922	13.039023	10.694905	15.935109	14.336389	13.97636	15.397128	12.103054	15.678229	12.251802	17.622867	5.95617	6.581614	12.797343	8.542055	8.773421	10.030068	14.511315	16.255626	17.927713	16.783842	11.799572	16.569892	14.684497	19.104121	12.985472	15.346445	12.127816	11.562691	16.114836	17.833672	17.32074	14.590562	11.716043	12.330825	26.15008	16.989356	13.241909	9.99626	13.969996	20.20572	14.874814	11.749181	16.48684	15.199163	15.967591	14.054106	13.194715	14.828651
Zfp771	2.830847	3.622292	2.884568	1.281883	3.259742	2.198493	3.968562	2.033693	2.147719	3.548924	5.079536	1.527307	3.736721	3.178837	3.656803	1.689106	2.65689	7.181487	3.107615	5.519893	3.002704	3.655382	6.299779	2.667726	4.743261	3.406828	1.821643	3.872562	2.907124	4.751607	2.860419	3.617851	4.360072	3.231855	2.717642	3.669004	4.222732	3.087303	4.379614	4.773449	9.020517	4.337825	4.38513	2.840917	5.097184	6.315815	4.227698	5.747053	9.194774	1.159838	10.953393	4.11716	5.428589	2.274903	4.189411	5.296406	1.856757	3.09421	5.763987	1.528598	2.966301	2.023138	2.923141	5.714162
Zfp772	1.017282	1.13911	1.329384	0.844161	1.186688	1.672522	1.204145	1.276094	0.997865	1.772506	1.243585	1.187434	1.008179	1.518272	0.866159	0.99477	0.545986	2.237241	1.510157	1.034021	1.394735	0.891741	1.508605	1.297202	1.465388	1.673846	1.634889	1.397576	2.434317	1.65132	1.824515	0.915095	2.244184	1.016807	1.226256	0.707188	1.154009	1.151622	1.446758	2.217964	1.8883	1.410187	0.93873	1.662292	1.467153	1.921037	1.164097	1.183398	1.029416	2.456501	1.898038	1.987488	0.533575	1.385151	0.546512	1.200076	0.701893	0.773543	1.041739	1.226062	1.13719	1.62864	0.845688	1.078924
Zfp773	0.071202	0.072065	0.213233	0.132043	0.168238	0.427851	0.099533	0.032184	0.362505	0.033587	0.066617	0.037439	0.120758	0.618762	0.157088	0.033522	0.076247	0.046033	0.300041	0.042877	0.081371	0.168522	0.195289	0.215326	0	0.235304	0.107256	0.211598	0.043947	0.086662	0.25733	0.065336	0.354213	0.032916	0.093238	0.174887	0.098506	0.200176	0.172815	0.141292	0	0.106623	0.24606	0.126475	0.175889	0.273058	0.040702	0.141695	0.081715	0.513737	0.290452	0.247489	0.0644	0.133843	0.165894	0.140825	0	0	0.042752	0.034898	0.368433	0.126338	0.100316	0.039449
Zfp775	0	0	0	1.714731	0.963906	0	0	0	1.242668	0	0.962806	0	0	0	0	0	0.584066	0	2.42403	0	0	0	0	0	0	0.84838	0	0	0	0.849883	1.862893	1.762112	0.825062	0	0	0	0	1.309195	0	1.492624	0	1.232602	0	0	0	1.273881	0	0	0	0.955913	0	0	0	1.070077	0	0	0	0	0	1.327424	0	0	0	1.799471
Zfp777	11.409303	13.32956	11.003194	12.459848	17.36701	8.744214	14.100958	11.004033	14.673116	11.23094	13.22143	4.965138	7.126434	16.914768	8.613097	8.637507	11.678778	20.094982	12.517967	14.801137	8.367977	12.020661	12.713732	9.704232	17.360532	13.413273	11.397222	13.13463	17.055681	10.742911	11.398797	11.076351	8.250907	8.932045	8.539637	7.994466	15.10499	18.317367	13.160048	9.561852	9.274498	6.57935	14.114127	16.6292	13.398661	18.152641	15.769337	10.025159	12.391542	9.808649	26.198673	11.628972	7.539882	5.945772	9.674337	11.77057	9.039153	13.405307	11.542116	16.285464	10.141421	13.431463	7.996382	10.916877
Zfp78	0.551832	0	0	0.71391	1.598629	0.875946	0.293605	0	1.09053	0.240844	0.718354	0	0	0.955361	0.395187	0.267395	0	0	1.030451	0.459751	0	0	0	0.964337	0.376137	0	1.129716	1.11492	0.711276	0.76232	0.653737	0	0.622152	0	0.390274	0	0.610874	1.132133	1.824096	0	0	0	0	1.420763	1.241123	1.127919	0	0	0.273963	0	0	0	0	0	0.461024	0	0	0	0.68456	0	0.914943	0.269735	0	0.746284
Zfp780b	0	0	0	0.148426	0.083429	0	0	0	0.288291	0	0	0	0	0	0.145834	0	0	0.732927	0.091202	0.21688	0	0	0.094998	0	0.103917	0	0	0.051246	0	0.085527	0.336796	0	0	0.159896	0.058503	0.157876	0.28716	0	0.182344	0.171512	0	0.086577	0	0	0	0	0.112007	0	0.272141	0.35677	0	0.470212	0	0.328943	0.042161	0	0.265399	0.269574	0	0.516991	0	0.163223	0	0
Zfp781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp783	0.98066	1.143025	0.689924	1.148913	1.447891	2.077445	0.49409	2.649169	2.530259	1.192767	1.114818	1.712371	1.233711	1.240271	0.716416	0.253951	0.503378	1.29811	1.221597	1.957052	1.448067	1.864573	1.353284	1.32528	1.267727	1.593444	0.982484	1.856593	1.543609	1.792221	2.355112	1.651149	0.693952	0.701527	0.890846	0.800341	1.01892	0.922069	1.458028	1.123693	1.76512	0.983854	0.991267	0.790015	1.294966	1.833376	0.669461	1.214303	1.640973	1.683034	1.30371	1.383978	1.01068	1.727727	0.642967	0.992315	0.771743	1.291499	0.810811	0.719246	0.424478	0.893518	2.420219	1.512433
Zfp784	1.869399	3.061358	3.044049	2.617272	1.278228	0.87383	1.772565	2.223627	2.820513	2.286792	3.519285	1.714601	2.889412	2.268698	3.079494	3.79823	2.16483	4.418231	3.269752	2.682091	2.727118	3.505099	3.534787	2.895292	4.630276	2.277017	2.726876	2.370931	1.968378	3.281297	2.823217	3.471163	2.082176	2.807676	2.455508	2.410878	0.956125	2.923007	2.646228	4.403601	3.37506	1.778503	2.720179	4.343501	3.222557	3.511811	3.346578	2.624432	3.73159	2.504656	5.799645	2.272078	1.901224	3.103732	1.923166	3.602193	2.261788	2.610494	2.08108	1.785884	2.044946	2.023385	2.4655	2.35797
Zfp786	0.932947	0.373325	0.125496	0.199258	0.148436	1.417754	0.2163	0.283318	0.292759	0.124611	0.211678	0.130561	0.387888	0.21454	0.248326	0.246292	0.144277	0.040172	0.193936	0.34204	1.851945	0.290889	0.033966	0.224511	0.116267	0.181034	0.182481	0.207484	0.07947	0.179823	0.140109	0.551613	0.238328	0.378282	0.105048	1.112446	0.029865	0	0.477567	1.113333	0.16543	0.129562	0.382431	0.369981	0.248963	0.357205	1.039427	0.813419	0.139989	0.085549	0.044479	1.361138	0.269406	0.203859	1.069738	0.381813	0.242262	0.149497	0.193083	0.188523	1.365822	0.187044	0.059219	1.415695
Zfp787	4.17922	3.04332	5.45185	2.927753	3.029437	4.726399	3.360856	2.843048	4.230615	3.970909	5.058891	3.471349	4.555944	3.781833	4.646757	4.102051	3.167063	3.92572	4.542572	6.296893	3.141295	2.619256	4.232383	2.128851	3.726232	2.933438	2.853679	2.926148	4.243786	3.337805	3.131584	5.007865	4.654409	2.35835	4.521213	3.484897	3.560415	3.822939	3.537225	3.689402	6.021545	4.442826	5.224153	3.817873	5.307007	3.54941	5.213352	3.99439	4.350638	4.565942	7.691857	5.694615	3.965767	0.97007	2.736925	5.036188	4.279691	4.619959	7.176287	5.190692	2.947999	5.108868	5.135175	4.513202
Zfp788	6.174688	8.772892	8.565298	9.582338	5.59225	7.567295	8.250444	10.250884	12.336533	9.22046	10.821254	7.874316	9.77223	11.720276	8.499911	7.346276	10.761258	12.9498	13.923759	9.900783	12.562576	8.379862	9.868348	7.834709	11.114311	10.817185	10.501559	11.473641	10.116651	7.870624	9.104049	8.787852	7.053309	5.47078	8.369319	7.395829	8.745058	10.783879	11.773567	9.485445	7.956618	8.042095	6.879537	12.687928	8.68629	8.463617	13.532109	7.422745	10.291214	10.59909	15.586609	8.65418	6.595564	8.862693	6.563387	7.820571	5.772607	8.507649	8.552355	9.194047	10.482179	7.062006	7.690025	10.094668
Zfp790	4.771363	4.729804	5.144516	4.929177	3.124009	4.692416	3.66505	5.226769	4.332754	5.283262	3.76157	3.500167	5.041857	4.35814	4.186731	4.676203	5.049807	4.997891	5.447101	5.448842	5.382923	4.273476	5.297698	3.708867	5.850256	4.477117	5.535087	4.496028	6.676575	4.589398	4.359045	5.090025	4.188509	4.705529	6.117283	4.819366	4.079627	4.76577	6.115213	5.492902	4.863991	3.701208	4.789098	5.61666	5.088276	6.196709	5.313684	5.068406	5.752774	4.459442	7.668987	5.947591	4.455925	4.944437	3.806172	5.057544	4.223961	4.954285	4.119811	5.244667	4.591899	4.343146	3.804321	4.418506
Zfp791	0.395502	0	0	0	0.658671	0.260192	0	0	0	0	0.968017	0	1.61405	0.733949	0.391581	0	0	0	0.8206	0	0.507652	0	1.662365	0.97477	1.50351	0	1.323265	0	0	0.760794	0.970536	0	0.561808	0	0	0	0	0.509596	0	0.721666	1.052438	0	0.556518	0	0	0.609807	0	0.837924	0	1.041017	0	1.025507	0	0.762305	0.675983	0	0.359862	1.026781	0.920471	0	0	0.935533	0	0.720097
Zfp799	0	0	0	0	0	0	0	4.358806	0	0	0	3.655465	0	0	0	0	1.361474	3.37376	0	0	0	0	0	0	0	0	4.244102	0	0	5.043038	0	0	0	0	0	0	0	5.08061	0	0	0	0	0	0	4.73301	0	0	0	0	0	0	0	4.274003	0	0	1.829747	0	0	0	0	0	0	0	0
Zfp800	16.14502	15.099713	11.393062	15.438304	45.316219	33.090654	17.521957	15.91284	24.203236	29.048622	18.571044	15.821543	14.105775	17.405734	17.464294	15.018119	19.845015	15.89728	19.319908	16.091695	23.642615	10.441507	24.445836	10.949933	18.041466	20.711039	19.345581	20.425018	26.82378	19.073611	21.090925	16.183771	18.860121	7.277527	13.127545	10.371636	20.998421	23.536669	29.536005	17.325332	16.675127	15.700715	20.139776	19.921562	19.559608	17.493557	22.407556	13.077994	15.849951	23.00141	19.26099	17.794175	18.167702	20.582048	14.875321	17.076537	12.834477	19.512229	20.031217	14.757147	20.588272	20.233639	13.013257	14.875845
Zfp804a	0.065006	0	0	0.042844	0.073992	0	0.040081	0.184914	0	0	0.060548	0	0	0	0.114372	0.254558	0	0	0	0.086717	0	0.021339	0	0	0.092992	0.024124	0	0	0	0	0.039186	0.01983	0.041639	0	0.274936	0	0	0	0.042519	0	0	0	0.050769	0	0.072514	0.0718	0.024773	0.114584	0.051575	0	0	0.043463	0.122452	0	0	0	0	0	0	0	0	0	0.123788	0.074392
Zfp804b	0	0.025085	0	0	0.131382	0.143051	0	0	0	0	0.150271	0	0	0.100066	0.041305	0.021874	0.024117	0	0.085997	0.113982	0.027778	0	0	0.071462	0	0	0	0.041092	0.116703	0.029694	0.021059	0	0.067187	0	0.042165	0	0.021184	0	0.067924	0	0.104046	0.046618	0	0.029009	0.023325	0	0	0	0.084868	0	0	0	0.061878	0	0.036019	0.022993	0.04386	0.072057	0	0	0	0.201947	0.022308	0
Zfp808	2.334822	1.797702	2.523151	1.735491	5.134647	2.555954	3.180821	2.484494	3.852762	3.634928	2.466087	2.552731	3.143631	3.538907	2.245081	1.794831	4.68034	4.357178	4.203078	2.738169	4.974957	2.061839	5.065091	2.275158	5.022383	2.769866	3.466179	5.368466	4.156683	3.426581	3.899777	4.117413	2.189343	2.339209	3.243036	3.443147	2.852059	3.892773	4.319837	1.426518	1.982625	3.753779	2.157707	5.76247	2.501631	3.264433	4.121659	2.412399	3.674252	2.293724	3.027457	2.578838	2.341172	2.607288	2.018974	3.361171	1.479583	3.70172	2.389862	2.193075	2.640324	2.479747	2.565372	2.010992
Zfp809	2.011418	4.231443	2.17287	5.627906	4.688278	4.699501	2.743299	1.260935	3.039381	6.986317	3.307404	6.048574	4.683137	6.686218	3.133381	4.467358	3.212995	6.450237	5.265428	5.82574	4.366389	3.515944	6.137403	2.045246	5.862069	4.728477	2.69783	3.979216	1.683583	1.702871	3.388959	4.499733	3.477837	5.403009	2.806259	3.345919	3.486076	3.656594	2.227212	3.286249	1.972718	3.586836	3.470479	4.398968	6.248475	8.115494	5.879717	4.615484	5.237312	3.272512	5.864413	5.4799	2.498181	4.526446	1.204505	1.840793	2.887176	4.102919	3.672256	4.448733	2.626894	4.986	3.48885	4.792584
Zfp81	3.126795	3.054105	3.351146	2.146575	3.72307	3.653893	3.085937	4.157543	4.055783	3.005773	3.494846	3.408053	4.119754	4.685919	3.141149	2.805282	3.168668	4.173713	5.331014	3.333603	4.559819	3.258836	4.027035	3.730763	3.902322	3.888823	2.205453	2.840615	5.023919	4.505131	3.422224	3.891446	3.235127	2.993696	2.98474	3.622189	3.719195	4.30714	5.16	3.438876	2.623527	2.838825	2.720812	3.85423	3.77823	4.151783	4.058107	3.734615	3.881416	3.566834	4.853065	4.395025	3.227681	4.724401	2.297919	3.885416	2.961598	3.105285	3.183018	2.950265	4.192414	3.165161	2.83036	3.670604
Zfp810	4.262344	4.665993	4.094831	5.618653	4.705282	4.499723	4.282189	7.16085	4.395567	4.03262	3.53431	3.705258	5.040588	5.08486	3.347431	3.116491	6.2893	6.631109	6.308034	6.753973	5.488169	4.336042	4.834351	3.906688	7.021145	3.7963	6.053951	6.175935	4.394874	6.064422	5.989098	5.856156	4.122291	3.802457	4.390253	3.264758	4.727516	5.413773	4.951551	3.880315	4.897673	4.477262	5.211451	5.306249	5.923735	5.431147	6.554947	3.847736	4.783831	6.48256	7.320819	5.027646	3.859378	5.792555	2.958018	4.417582	3.298142	4.155328	4.308726	5.686204	4.775118	4.434611	4.787013	5.336718
Zfp811	0	0	0	0	0	0	0	0	0	0	0.218119	0	0	0	0	0.063683	0	0	0	0	0	0	0	0	0	0	0	0.372576	0	0.26036	0	0	0	0	0	0.323847	0	0.418237	0	0	0.071031	0	0	0	0.131212	0	0	0	0	0	0	0	0.058522	0	0	0	0	0	0	0	0	0	0	0
Zfp813-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.049027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp819	0.084743	0	0	0	0	0.052719	0.116084	0.084767	0.593513	0.042725	0	0	0	0	0	0	0.056577	0	0	0	0	0	0	0	0	0	0.039621	0	0	0	0	0.046419	0	0	0	0	0.047415	0	0	0	0	0	0	0.154921	0	0	0	0	0	0.129228	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp82	0.725909	1.090251	1.30934	0.813072	1.354755	1.745185	0.270485	0.605243	0.457707	1.185552	0.857576	1.132608	0.577925	1.004392	1.356886	0.501788	1.313979	1.135658	1.597513	3.054324	1.150789	1.065954	1.401545	0.978153	1.203292	1.299138	1.423025	1.437269	1.055371	1.374771	1.216716	1.155324	1.797885	1.707654	0.796152	0.574736	0.890206	1.066721	0.187989	0.911267	0.629532	0.29833	0.774271	0.710898	0.713537	0.664808	0.842227	1.025398	1.060956	0.977495	2.11188	1.483334	0.614858	0.879716	0.498682	0.603129	0.469435	1.561935	0.175645	1.059961	0.827873	0.397581	0.594607	0.824188
Zfp820	0.622312	0.832284	0.64825	1.255129	2.485308	1.538263	0.532138	1.405167	1.907124	0.630875	0.964089	0.799587	2.308625	0.196511	0.828793	1.051796	1.461129	1.612117	0.716081	1.174306	1.063339	0.712238	1.567688	0.226897	0.462029	1.2225	1.791644	2.07598	1.01472	1.447197	1.447796	2.224762	1.359808	0.414074	0.355852	0.858941	0.756176	1.382823	0.672474	1.129515	1.6689	0.803038	0.615749	1.746279	1.218901	0.086689	1.742687	0.760304	1.036298	2.233045	1.021725	0.393526	0.179567	1.475618	0.959361	0.624731	0.260657	1.556016	1.337898	1.195654	1.152822	0.99914	1.124185	0.703117
Zfp821	0	0	0	0	0	0	0.335219	0.52027	0	0	0	0.306918	0	0	0	0	0	0	0	0	0	0.769579	2.633876	0	0	0	0	0	1.483586	0	0	0.421188	0	0	0	0	0	0	0	0	0	0	0	1.400658	1.311406	0	0	0	0	0	0.126928	0	0	0	0	0	0	0	0.996262	0	0.835733	0	0.605924	0
Zfp825	0	1.052149	0	0	0	0	0	0	0	0	0	0	2.601282	0	0	0	0	0	0	0	0	0	0	1.628163	0	0	0	0	0	0	0	1.136602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp827	7.440131	7.244179	7.418224	7.34217	4.736169	3.940838	7.172886	8.786998	7.415709	8.548359	7.030917	8.328159	7.687662	8.190665	7.168028	7.308466	6.088435	8.144555	7.595125	8.818324	7.373288	8.520217	9.336538	8.850493	10.205501	8.116262	5.353422	8.134945	6.518675	8.58645	6.087441	5.343826	9.731298	8.864476	9.969349	5.808449	7.437786	9.081717	10.356457	9.266962	8.515349	6.609262	8.467644	9.036747	8.005677	8.425076	12.407741	6.69363	8.512529	6.048075	14.929548	9.11405	6.986199	7.943494	6.991527	9.825865	11.080272	9.108442	6.895389	7.834388	6.791959	7.291047	6.831661	9.172134
Zfp830	2.209062	2.581496	2.685797	1.535706	3.817009	3.359787	2.057477	1.822752	4.013841	3.59008	2.323402	2.181173	3.51277	1.999071	3.530673	2.535626	2.484105	3.645782	2.179592	3.403028	3.300826	3.453685	3.283785	2.795953	3.749036	2.904762	3.266665	2.782593	2.17125	2.631608	4.130367	3.517296	3.355415	1.94558	3.629897	3.589052	2.94365	3.15378	5.673544	4.068198	3.165698	3.036947	4.10111	1.643033	4.524701	4.964947	4.353451	3.474334	2.692426	2.666069	4.467744	3.615001	1.638562	3.438456	2.868974	2.897962	3.536185	2.552242	3.828575	2.887818	2.839506	2.02405	2.60799	1.877331
Zfp831	0.086584	0.146979	0.093535	0.076244	0.248744	0.213936	0.108544	0.100669	0.09585	0.100441	0.089347	0.193656	0.325805	0.1789	0.049251	0.098623	0.010578	0.154324	0.103491	0.02242	0.149081	0.086368	0.130903	0.245597	0.159453	0.063686	0.163494	0.326328	0.070702	0.108857	0.125673	0.298567	0.044128	0.076947	0.078639	0.132347	0.114477	0.08264	0.131204	0.158746	0.098428	0.038474	0.031208	0.186728	0.183178	0.105194	0.12243	0.11986	0.271517	0.251137	0.328785	0.142361	0.114782	0.131733	0.119097	0.094619	0.048056	0.079737	0.172251	0.055341	0.074201	0.05497	0.061687	0.052373
Zfp839	2.523587	3.436385	1.865446	2.372677	2.162998	2.353863	3.135712	2.428089	2.079115	2.685522	2.697257	2.102275	3.869531	2.063249	2.274729	1.813975	2.489015	3.148253	3.245127	2.851921	3.833518	2.346403	2.500753	2.038689	3.763907	2.094416	1.630791	3.588717	3.383916	1.791699	2.647169	2.380572	1.501594	2.365417	3.40612	2.235398	2.536147	2.986281	2.857833	2.141755	2.87082	2.546974	2.758818	3.95046	2.257294	2.813213	3.410715	2.052341	4.103034	1.827597	4.492318	2.769578	2.256826	3.031374	2.736509	2.407098	2.869183	2.602957	2.266787	1.63475	2.280438	1.358009	2.505963	2.79107
Zfp84	5.227314	4.885339	4.59502	4.352456	6.233894	4.896795	5.418185	4.865796	5.490731	6.223739	6.690118	5.231646	6.625902	5.920382	4.896467	5.870236	6.942844	6.071149	5.174438	7.768267	5.818008	6.100095	5.694801	5.475593	6.144461	5.529438	4.431101	5.521299	6.628595	4.98724	6.718703	7.734056	5.442258	5.269112	5.636118	4.941128	5.202676	5.960397	7.248339	6.51796	5.076038	5.302926	4.866864	4.684398	5.772869	5.937766	6.031937	6.187522	6.205511	5.525506	7.571291	6.05415	5.726475	3.830691	4.89078	5.419231	5.135402	4.422851	4.144209	5.142085	5.919996	4.763413	5.011661	6.147052
Zfp846	2.775763	4.128902	1.972568	3.450856	3.372125	4.607851	3.384055	3.647766	3.47543	3.456052	3.094134	3.406765	4.806959	2.878385	1.987237	2.996451	3.777603	3.553199	4.538932	4.345378	3.909508	3.457482	3.309239	3.927937	3.539765	2.596847	4.085085	3.246409	5.585344	2.845318	5.433629	3.247116	3.097491	2.271204	3.362886	2.275125	3.117113	4.360725	3.50035	4.228057	3.586344	2.643252	2.711772	4.116127	2.689132	3.187569	2.629101	2.898705	2.749419	4.410341	4.941938	3.240606	3.394895	5.595897	2.166893	4.064188	2.667233	2.884444	1.852601	1.835049	2.80979	3.176091	4.084284	3.248049
Zfp85	1.876839	3.600441	0.877531	2.905758	1.129548	1.401954	1.696125	1.991901	2.162689	1.453496	2.295739	2.183077	3.205842	1.918307	1.283261	2.141167	1.399507	1.744174	1.77268	1.705258	3.934064	1.839004	2.608157	2.129336	1.913339	4.409339	3.206708	2.625673	3.600436	2.515757	2.463001	2.295893	2.057421	1.140779	2.478449	2.295223	2.098404	3.700004	3.543056	2.416567	1.034026	0.609995	1.976849	3.222348	1.51418	3.512707	1.863577	2.186863	2.663769	2.579703	3.123564	2.291368	2.614518	2.321561	1.384661	2.174535	1.672272	1.6866	1.771561	1.427405	1.434353	1.317679	2.1916	2.566193
