Gene	13_LV	13_RV	2004_LV	2004_RV	2006_LV	2006_RV	2027_LV	2027_RV	2029_LV	2029_RV	2031_LV	2031_RV	2033_LV	2033_RV	2034_LV	2034_RV	2040_LV	2040_RV	2043_LV	2043_RV	2045_LV	2045_RV	2047_LV	2047_RV	2048_LV	2048_RV	2052_LV	2052_RV	3213_LV	3213_RV	3217_LV	3217_RV	5726_LV	5726_RV	5755_LV	5755_RV	5759_LV	5759_RV	5768_LV	5768_RV	5801_LV	5801_RV	5803_LV	5803_RV	5806_LV	5806_RV	5807_LV	5807_RV	5809_LV	5809_RV	5810_LV	5810_RV	5813_LV	5813_RV	5814_LV	5814_RV	5819_LV	5819_RV	5822_LV	5822_RV	5823_LV	5823_RV	5825_LV	5825_RV
	3.166381	5.994887	4.718959	4.819569	1.423952	2.801139	4.256131	4.805051	3.605541	4.466024	3.261264	5.258056	5.409955	4.375638	4.020317	4.021445	4.843694	5.512521	5.298852	4.023967	4.22892	3.061599	4.741491	2.907345	7.015346	3.722243	3.110584	3.797887	3.239371	6.0186	4.550508	6.185116	5.110359	4.103489	2.583975	3.900729	3.624015	5.548246	5.362857	5.722284	3.405483	2.890477	4.108723	5.377663	4.258691	3.73688	5.225114	3.860941	5.285528	4.259833	4.758441	5.708208	3.564992	4.270638	2.926303	4.67054	4.657909	5.408791	2.530205	3.439002	4.381083	5.582218	3.929332	4.244214
0610007P14Rik	3.217691	12.064284	6.337247	8.476963	23.154316	18.849915	5.496598	7.013031	8.730235	9.752448	6.677531	6.848223	11.698364	12.522281	6.969617	8.11571	4.293254	3.842659	9.054361	5.898237	10.634958	10.096494	5.886251	10.279536	8.948884	9.771986	9.675621	9.881511	14.000909	11.837398	12.444945	13.359008	5.802077	8.072931	12.144563	5.127485	10.00056	7.41864	17.716124	19.488061	5.573152	8.024912	10.320047	10.474358	10.566984	11.465206	6.225107	10.281375	11.441928	15.545549	13.616145	10.606917	7.034017	10.564844	7.921063	12.390068	6.298566	6.605531	4.071614	9.176198	3.468379	7.473998	5.465018	14.999372
0610009B22Rik	9.802294	7.738638	15.940231	6.067148	4.915662	3.998462	7.528592	5.1019	8.51123	15.832217	13.485706	11.817809	14.189735	16.463056	14.306286	18.692491	11.766255	6.961285	12.737983	10.824582	8.558941	7.581719	7.266052	11.017504	6.85756	10.601059	2.965391	4.544575	6.980248	4.575601	5.873	11.132107	8.350746	17.711516	9.805918	18.080256	5.617913	7.883729	8.622874	17.758956	11.254486	11.860993	12.056301	7.179473	11.070513	16.194638	11.734763	8.775127	7.053787	10.540258	16.565906	12.187395	14.329086	5.140727	11.300948	11.298371	13.371238	5.60421	10.59763	17.48357	11.50598	7.695208	9.861304	10.391285
0610009E02Rik	0	0.683118	0.310596	1.95909	0	0.137253	0	0	0.320758	0.323409	1.137984	0.344553	0.486058	0	0.550375	0.899124	0	1.981193	0.759401	0.81162	0.991192	2.243445	0.44525	0.638804	1.571033	0.364285	0.242881	0	1.47083	0	0.314675	0	0.867903	0	0.26905	1.458315	1.006561	0.473244	0.377594	0	0.071355	0	0	0	0.08555	2.511109	0	1.228562	0	2.673274	1.503755	1.541494	0	0.077165	0.497236	0.887976	1.375571	1.023634	1.558664	0.912174	0	0	0.840871	0
0610009L18Rik	6.33785	4.419557	1.753402	0	0	0	6.871805	0	0	0.707134	6.260759	0	0	0	2.896131	0	0	0	4.8734	6.262465	6.745735	4.119037	0	0	0	0	0.252072	0	0	4.406076	0	0	0	0	6.581994	0	0	0	5.925318	6.776796	1.38652	0	0	4.21657	1.194249	0	5.117718	8.336267	0	0	6.386416	6.362009	1.805872	0	0	0	5.606952	0	0	4.537966	1.819649	5.985956	6.178173	11.662248
0610009O20Rik	30.470072	27.398154	38.666265	22.877883	8.059927	9.349685	29.378315	24.086616	22.230935	29.33092	34.526147	33.143013	29.863471	32.722581	42.870179	40.18716	31.653314	31.309257	27.78336	48.052324	23.734151	31.727616	19.240601	28.74085	18.299575	20.62002	12.403796	13.252319	16.939529	18.860368	15.952399	15.906215	30.377596	34.913962	26.178207	33.921765	16.835047	24.837846	23.672077	33.60632	32.640185	40.509154	36.228809	22.971322	32.196059	30.277375	42.197427	36.691905	25.317485	19.768761	38.934853	29.029413	27.783709	18.426477	27.622658	32.683951	38.331186	22.894545	32.078459	40.450612	32.039379	28.061516	38.29914	37.302532
0610010F05Rik	6.470288	6.622078	7.283514	8.024638	11.224132	9.446136	7.33247	7.42683	4.619384	7.94737	5.311381	6.953099	6.225273	7.059221	6.280296	6.026064	7.990655	7.401306	8.387594	6.189654	6.191947	6.668329	6.946926	6.153422	7.032967	8.216146	7.89044	8.946359	9.696849	7.407324	6.678776	6.805134	5.750314	6.708608	3.85507	5.813102	6.057778	8.641437	8.837771	7.186631	5.640408	6.166729	4.85102	7.062138	6.087384	8.115371	5.939412	6.690485	9.200911	8.860067	9.537287	8.220072	4.786834	10.026229	4.911003	7.617969	5.824142	6.020774	6.085443	6.857679	6.029889	6.134658	6.901053	6.198151
0610010K14Rik	9.9495	15.537153	16.040499	3.561837	11.464538	13.212155	4.921487	14.525336	7.095792	13.863238	4.191826	12.469118	8.18925	16.377741	4.955522	10.642657	6.174841	4.932334	4.010246	3.531671	3.812664	8.368243	11.052927	4.287536	13.689851	13.264338	7.928913	8.498127	22.066802	5.467982	6.64845	7.979819	7.819404	8.636072	8.352053	8.780707	4.404958	5.097655	11.756091	14.538787	11.533513	9.466955	10.785479	7.182028	9.622404	13.328037	7.090547	3.833371	18.942107	8.415893	11.770048	6.853938	10.851298	6.578284	9.077864	7.715172	12.115228	10.113404	13.471202	5.650708	8.171158	8.011896	10.479052	8.605924
0610011F06Rik	1.987973	2.4725	1.194318	3.578217	0	1.109353	0.974466	1.714981	1.00465	4.376495	3.466969	2.208762	1.937454	2.112353	1.680274	1.995573	2.097799	3.007963	2.14844	2.219468	1.325974	1.281237	3.089012	1.702042	1.902056	0.783123	1.356014	1.729254	1.005801	1.061108	0.936353	1.445275	1.388526	2.551152	2.191286	2.815365	1.227814	2.621739	2.526515	2.056761	2.020247	1.982901	2.622872	1.419736	1.090152	2.934482	1.200256	1.369109	2.033993	2.204617	4.258253	2.040686	1.01722	0.739907	0.698684	1.016797	2.664491	1.68846	0.335755	1.476598	1.521304	1.727147	1.185975	1.551904
0610012D04Rik	0	0	0	2.405622	1.127186	0.874531	0.484255	1.991899	0	0	0.463008	1.674446	1.899144	0	0.415481	0	0.544727	0	3.012768	0.616025	0.567296	1.474744	1.104286	0	1.897456	1.748857	1.399593	0	1.134054	1.100818	0.415275	0	0.474282	0	3.194256	0	0.933718	1.531501	2.449855	0	1.05636	1.020104	0	0	0	0	0	1.969407	3.24073	0.71305	0.647165	0	0	0	0	1.493273	0.875075	0.517836	0	0.511271	0	0	0	0
0610025J13Rik	0.501717	0.880619	0.48078	2.333277	0	0.23699	1.853312	0.755188	0	0.507495	1.217702	1.982849	0	0.984015	2.891167	0.247031	0.310064	0	1.632736	0.905628	1.432957	1.488217	0	0.856264	0.626811	1.022153	0	0	0.605912	0	0.214541	0.837097	1.013902	1.068978	1.012268	0.421827	0.765604	0.379908	2.459621	0.536464	1.52821	2.191384	1.422956	2.256959	0.935507	0	4.492066	1.084692	0.57426	0.698127	1.41829	2.240571	1.509621	0	0.386496	0	0.406112	0.94855	2.054053	1.154245	0.524056	0.336808	1.21317	0.586199
0610030E20Rik	4.970497	5.292551	5.336766	5.182529	9.305688	9.437234	5.893381	6.740048	5.051151	5.927757	5.239399	5.23903	8.823913	8.137908	4.126687	4.843912	8.66805	9.282736	9.187688	5.614157	6.214699	5.685672	8.337491	5.328744	8.917254	7.082426	6.001041	8.176769	7.260401	7.233681	8.562327	10.119231	4.417699	4.423002	4.561886	4.867513	6.466715	9.091566	6.345764	6.083327	5.912241	4.458003	4.23705	7.198973	5.831997	4.679064	8.261	3.372101	10.015177	10.033311	12.249865	6.978046	6.586148	5.061223	3.784314	5.928553	4.873039	7.328439	5.913084	5.219264	5.781272	5.857569	5.215685	5.749797
0610031O16Rik	0	0.078256	0	0.126039	0.156181	0.360868	0.063419	0.368024	0	0.128728	0	0	0	0	0	0	0	0.102594	0	0.231792	0	0	0	0	0	0	0	0	0	0	0	0.06347	0	0	0.229896	0	0.063138	0	0	0	0	0.07326	0	0	0	0	0	0	0	0	0	0	0.062968	0.497405	0.053347	0	0	0.069987	0.174825	0	0	0	0.175404	0
0610037L13Rik	25.133661	27.454069	24.021273	20.314877	23.631709	20.773967	21.816569	22.39546	23.815287	27.956297	20.763483	24.14187	22.868884	30.168941	19.95796	26.311072	16.170769	19.333416	23.454161	21.203977	26.634758	26.501421	28.440498	21.051967	33.173097	25.456876	20.351798	24.928455	37.580631	25.707197	26.273731	26.280736	26.435726	29.870459	22.300441	22.897499	21.877141	31.833583	28.722596	29.395242	24.4327	20.577871	22.046233	22.783775	27.239194	30.030074	22.491494	24.236493	22.699945	28.275307	36.65935	25.48401	26.084282	28.349173	20.500702	28.244977	24.33313	21.188877	19.347438	23.946433	18.820523	22.021921	20.945576	23.786677
0610038B21Rik	1.247932	1.011202	1.645726	2.398696	0.248006	1.849163	1.463034	1.253766	0.541322	0.460517	0.610456	1.361752	1.473814	0.924002	1.477783	0.776899	1.357173	1.856679	2.18215	0.601078	0.972534	1.109799	2.150201	1.599973	1.580267	1.217546	0.635852	1.02223	1.086455	1.562907	1.965322	1.425481	0.959848	1.23714	1.380199	0.648079	1.449348	1.768602	1.3831	0.968106	1.01041	0.80219	1.390663	4.15658	0.777404	1.022869	1.843777	1.141401	1.8802	1.093972	2.738323	1.777693	1.148855	1.47313	1.033158	1.91949	0.747781	0.975961	0.538779	1.379803	1.502721	1.971477	0.503481	1.462945
0610039K10Rik	0	0	0	0	0	0.404301	0	0	0	0	0.142581	0	0	0	0	0.150857	0	0	0	0	0	0.133176	0	0.296839	0	0	0.390714	0.106292	0.354734	0	0.350856	0.120446	0	0	0.48486	0	0	0	0	0.156205	0.145964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.532384	0	0	0	0	0	0
0610040B10Rik	2.167466	2.705274	2.917307	3.510847	0	0	3.386149	1.546152	1.477446	1.95181	2.287095	4.415481	7.034021	1.753482	5.44912	4.246981	1.767836	3.566628	3.171991	3.984516	2.386785	1.758953	4.482215	5.454582	0.486544	2.498686	0.900938	0	1.812192	1.696903	2.082283	2.941628	1.729837	3.713998	3.605351	6.951402	0.654917	2.545823	3.224913	11.559789	4.183869	3.795103	4.603349	0	5.243885	6.950816	3.730404	4.613435	2.59356	0	5.118116	3.667366	1.348775	1.604707	4.253454	5.77988	6.213193	0.788464	6.195411	1.672566	2.974318	2.516718	4.842726	0.896183
0610040F04Rik	0.26067	0	0.131981	0.059973	0	0	0.060716	0.228747	0	0.063368	0.246748	0	0	0	0.173269	0	0.148119	1.006207	0.159972	0	0	0.179525	0	0	0	0.070156	0.049683	0	0	0	0	0	0.061262	0.055072	0.055728	0	0	0.093013	0.129527	0	0.13547	0.204403	0.225219	0.156993	0.062398	0.073702	0.154693	0.105273	0	0.173774	0.091397	0	0	0	0.048454	0	0	0	0.158664	0.192924	0	0.074277	0	0.295539
0610040J01Rik	0.966439	0.641885	0.944985	0.669073	0.274365	0.546526	0.046982	0.426763	0.802552	1.127165	1.473272	0.824983	0.655957	0.651937	1.403557	1.247729	0.80372	0	0.646613	2.17885	0.33179	1.215002	1.141208	1.420004	0.70115	0.57912	0.286772	0.785551	0.75103	0.719035	0.494998	0.821105	0.695823	1.247722	0.999125	1.023752	0.229589	0.68048	0.902905	1.23513	1.024328	0.771096	1.107763	0.296954	1.004763	0.72658	0.17901	0.909068	0.153684	0.942011	0.606449	0.647094	1.01888	0.568	0.503402	1.246395	0.944311	0.754531	0.478954	1.438328	0.412164	1.069396	0.459742	1.007272
0610043K17Rik	0.167316	0.579384	1.059803	1.401793	0.603593	0.817847	0.620385	1.189662	0.538313	0.669648	1.075388	1.325856	0.869942	0.60079	0.149983	0.910149	0.84914	0.976078	0.423369	0.220168	0.48299	0.170446	2.188863	0.353441	0	0.595785	0.25042	0.841986	0.409306	1.664315	0.146027	0.61915	0.665778	0	0.4666	0.364776	0.464958	2.003159	1.975033	0.375893	0.443452	0.870785	0.418472	0	0	0.195616	1.077419	0	0.414995	2.388999	0	0.523652	0.437074	1.283017	0.133421	1.204805	0.321265	0	1.023373	0.892547	0.302224	1.545633	1.590596	0.811315
Mtarc1	1.800082	2.095122	1.751407	2.116361	15.823729	13.377089	3.22803	3.979119	2.554255	2.912958	2.474536	2.665574	4.28154	4.374653	1.783531	2.610793	4.006143	4.641967	3.833698	3.359626	2.899939	2.444743	3.892385	2.437649	7.320619	10.229214	2.925057	6.062549	10.230756	5.401519	6.608454	16.080799	2.404261	2.290355	2.832406	3.261269	2.483405	3.493936	3.639459	3.675045	2.24769	2.173152	1.665605	2.761716	2.864329	4.104449	3.923582	2.777177	5.791739	4.874326	3.33473	4.198123	1.921923	2.006604	2.513879	3.250181	1.892134	2.283798	3.360786	3.047461	1.814496	2.498517	2.014284	4.262415
Septin1	0.531414	1.057985	1.813962	2.110912	1.487029	1.933417	2.783925	2.866814	3.024037	1.365619	2.073719	1.3709	3.121201	2.494203	1.835181	0.74548	3.198488	2.617381	3.006468	2.420768	0.718852	1.209577	3.401558	0.801961	1.559666	1.911943	3.51509	3.010362	3.748309	4.684278	1.906217	2.91459	1.906735	1.336625	1.483496	1.867268	1.220034	1.907849	2.82411	2.683603	1.530751	0.971799	3.097551	3.511458	1.918284	3.50331	3.67214	0.889778	2.091962	1.608631	3.467038	2.494927	0.553202	4.078976	0.738962	3.09009	0.47581	2.494401	1.009894	0.647364	0.855832	1.322334	2.338876	2.838235
Marchf10	0	0	0	0	0	0	0	0	0	0	0	0	0	0.062563	0	0	0	0	0	0	0	0	0.516518	0	0	0.031692	0.0621	0	0	0	0	0.053319	0	0	0	0	0.0521	0	0.08356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027012	0	0	0	0	0	0
Septin10	8.467535	6.940295	9.736549	3.7848	11.114659	9.458692	8.230816	7.696652	6.427643	10.220688	9.012412	8.282143	6.883933	12.008912	8.135726	11.768366	10.513226	9.678716	10.782566	11.616987	9.66595	8.66924	6.752449	6.913535	10.021037	8.403683	6.187659	8.138147	11.157842	9.944677	7.838124	13.741088	6.947106	7.809921	8.963794	9.621471	7.141712	9.168669	11.152891	10.302672	6.464597	10.171368	7.771329	7.143358	8.362571	12.224549	12.047194	8.066679	7.165707	8.320936	13.858674	7.466494	8.428034	5.897243	6.127889	12.140053	8.535146	6.952014	7.311087	8.098846	10.564798	6.161981	8.045398	9.761887
1010001B22Rik	0.737883	0.67131	1.018342	1.769309	0	0	2.124796	0.631729	0	0	0	0	0.360966	0.424054	0.954242	3.215073	0.403243	0.440962	0.419574	0	0.380576	0	1.100765	1.072282	1.642272	0.418248	0.736588	0.257205	1.270442	1.800613	0.290697	0	0.325224	1.295397	0.294152	0	0.345531	1.076959	0	0	0.712016	1.090256	0	1.206318	0.705491	0	0	0.584243	0.366911	0	0	0.368227	0.344794	0	0.887116	0	0.57338	0.965569	0	0	0.364563	0	0.641263	1.547545
1010001N08Rik	0.219004	0	0	0	0.60213	0	0	1.007418	0.876973	0.929858	0.861338	0.609456	0.416115	0	1.021976	0.970497	1.148153	1.041211	0	0	2.082874	1.854295	0	0.455182	1.676479	0.684485	0	0.962395	1.368571	1.987925	0.969744	0.468075	1.666302	1.10583	0	0.294261	0.503794	0	0	0.486006	0	0.629134	1.374582	3.059972	0.886877	1.908341	1.174551	0	2.16129	0	1.653744	1.124442	1.362338	0	0	0.92161	0.894071	1.224495	1.777926	1.520268	1.057552	1.061195	0	1.51989
Marchf11	0.153475	0.066132	0.355698	0.204681	0	0.147038	0	0.064096	0.462958	0.774096	0	0.749025	0.342893	0.331363	0.070212	0.269539	1.139646	0.829714	0	0	0.25929	0.20131	0.248749	0	0	0.259746	0.280105	0.49272	0.177218	0.843994	0.263956	1.056177	0	0.118296	0.367562	0.127848	0	0.533675	0.142351	0.071025	0	0.075364	0.422152	0.170555	0.157356	0.479711	0.749612	0.246596	0.07899	0	0	0.312007	0	0.089437	0	0.85167	0	0	0.443072	0.206859	0	0.348089	0.071564	0.237948
Septin11	7.967815	12.048063	10.084529	6.999937	54.942122	43.027095	12.018479	12.459311	16.715862	17.173966	10.404444	12.725551	20.27372	19.680653	9.538002	10.711991	10.66468	11.034331	17.022993	11.542685	14.581778	11.052848	17.076515	12.77258	15.420129	16.347315	17.51507	24.296267	33.838718	24.66184	24.325535	36.392641	11.919091	13.946405	11.114293	10.489921	10.86749	15.466347	22.810729	19.117164	10.903627	9.377853	12.930326	14.78215	14.739256	22.324893	15.918558	13.435606	20.62709	16.472941	21.32844	13.112373	11.712517	15.242721	8.993542	14.48099	9.527484	10.76232	9.981432	9.023754	11.32531	12.689865	10.012552	9.241978
1110001J03Rik	19.782104	32.794913	51.443218	26.030366	2.843988	4.139458	31.970654	28.586491	30.861781	35.029193	43.543469	49.547169	17.29347	36.534213	42.640841	54.871011	24.634077	26.047803	32.676744	45.782096	21.821224	37.085676	23.024285	29.485926	18.131677	27.302276	8.765732	9.763633	17.560099	11.310471	10.923998	12.408793	29.450618	58.944491	27.679864	36.806425	22.505935	34.502002	31.02377	33.502941	30.843829	37.363504	31.989636	26.093739	33.484959	41.776666	36.846052	37.674112	18.286838	19.840457	36.16888	28.613338	35.742883	31.804193	30.274638	38.228764	35.558613	22.797701	28.1536	35.226807	33.332744	27.383472	26.353054	33.886162
1110002E22Rik	18.846085	16.043371	21.020918	14.010149	18.410056	18.69723	22.766155	16.657209	17.743337	24.696351	23.563674	18.653964	19.329403	26.385013	24.685355	22.882246	21.114337	13.934838	23.05579	22.833611	17.430219	21.473062	18.125358	22.426049	17.799128	28.764453	10.572279	10.720287	50.763098	30.020694	19.05639	19.088301	19.784513	23.728294	34.519834	27.004491	20.535861	26.605743	27.912221	29.502857	19.569748	21.257889	23.37116	15.679779	23.807085	27.796205	26.012496	25.841797	14.092342	15.589195	54.897991	34.498578	23.155931	14.368175	21.323633	30.575019	23.678381	15.217993	23.529155	21.503686	23.820037	15.232749	23.639749	23.006493
1110002J07Rik	0	0.049087	0.05373	0.145754	0.125869	0.111502	0.151799	0.045841	0.218883	0.051377	0	0	0	0	0	0	0	0.067637	0	0.135103	0	0.147151	0	0	0.403813	0	0.122486	0.193648	0.342761	0	0.099707	0.492057	0.050515	0.045355	0.092505	0	0	0.150051	0.053358	0	0	0	0	0.062708	0.052279	0.059432	0.12484	0.387709	0	0.069837	0.220033	0	0	0.130405	0.165013	0.108503	0.097329	0	0	0	0	0.122641	0	0
1110002L01Rik	3.740719	4.879972	3.348199	3.652484	3.767251	4.591336	3.99961	3.555128	3.639482	3.926474	3.249839	5.208108	2.774966	6.60096	4.221954	5.309231	3.671448	5.355334	5.272842	3.569671	3.869231	4.207092	3.82016	5.825809	4.175948	4.344937	3.212457	4.071462	6.901199	6.399091	4.564471	6.222114	4.068453	5.588711	4.240221	4.349157	3.525459	4.94972	5.220152	4.93299	3.862426	4.127018	4.190438	4.823656	3.697946	4.789854	4.597182	3.16994	4.177505	4.730373	6.862249	5.298442	3.610708	4.274625	2.990313	4.213575	4.813591	2.26237	4.025399	4.575766	3.814127	4.601783	3.40895	4.782931
1110004E09Rik	2.021155	2.94685	3.38129	1.939966	1.614765	2.831355	1.068749	2.295863	1.379522	1.843354	2.864737	1.38945	2.556986	3.104235	2.034797	0.961315	1.525252	1.470565	1.6732	3.552628	1.925248	3.085726	2.062955	2.875582	2.767459	2.712419	1.044108	0.614868	4.120871	2.018975	2.494423	1.635399	1.053171	2.656467	4.740398	3.243665	2.874731	0.914986	0.974722	1.778711	3.234068	2.54142	2.807302	3.712629	2.402189	1.328242	3.730337	2.632957	1.931165	2.146527	3.805097	3.64801	2.604478	2.331706	1.853073	1.689693	2.879419	3.242613	2.870331	2.240348	1.717942	2.339998	1.964447	1.614401
1110004F10Rik	15.085113	16.265635	16.363854	9.666334	10.828961	15.062234	14.701114	12.89699	12.745393	18.373916	17.011698	16.725098	15.193776	18.448007	19.105157	20.868732	15.566306	10.963108	14.629606	22.233193	10.781956	14.158384	11.805007	13.506581	13.595868	14.855703	8.893939	13.510707	17.520783	11.803759	12.521857	17.288739	12.135886	16.940583	17.992556	19.947663	9.920163	18.762621	18.358956	23.876216	12.752162	18.815789	17.773487	11.691808	20.544809	22.118818	17.683964	18.328142	11.041112	11.690099	29.170096	16.261825	14.991991	8.323138	15.480646	20.049397	18.577106	14.148008	15.86839	19.759011	16.625322	13.556668	14.610257	18.657295
1110007C09Rik	15.451842	15.196653	13.865936	11.718399	20.934991	16.242985	18.862232	11.667139	13.435859	23.406611	20.378667	13.984574	22.041318	12.451867	25.027109	18.140835	15.228652	18.943321	20.605598	17.49011	10.755726	16.785256	8.288551	12.07096	20.826348	14.316379	7.453951	13.636433	27.184676	18.595922	15.325217	19.423357	12.497565	19.837417	29.618056	23.15533	16.826897	13.702555	13.458242	17.801307	19.099694	17.602566	29.044409	9.792527	17.668567	15.016533	13.988113	16.228082	22.216561	16.551379	28.345693	20.299411	15.690156	11.940837	16.209282	17.465255	23.157494	8.327919	12.15422	14.275252	13.800117	10.379619	23.704345	10.389287
1110008E08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110008F13Rik	18.656288	32.339276	24.929863	10.645511	10.131475	15.553675	18.326082	17.317473	17.443177	26.150279	18.298092	18.042543	21.315913	20.046178	24.44222	40.292486	19.060585	15.210143	22.37724	26.761966	17.089424	17.014578	10.776479	19.319583	17.133804	23.874681	6.606529	10.800476	32.110483	22.637255	10.329538	18.167514	17.633571	27.585155	21.270495	24.105811	13.105506	31.736902	22.609424	32.924759	17.976544	19.553039	20.642141	13.124855	27.334057	24.450467	26.818125	22.57313	16.225343	15.652552	49.734951	23.095365	17.275598	15.594489	17.154662	33.870812	20.776498	15.866911	18.261188	25.478564	15.310858	15.652057	19.593162	31.046714
1110008L16Rik	2.963621	3.056689	3.705803	3.460809	2.546642	2.602544	3.557763	2.790362	3.309165	4.740401	2.226481	3.488898	2.530379	4.061877	3.108118	2.745261	3.672163	2.825039	3.914007	3.091733	2.91982	3.062205	3.429581	2.983321	2.628558	3.114698	3.130299	3.837594	5.244193	3.393284	3.611341	2.956445	2.873553	4.69301	2.730977	3.022156	2.405156	4.76554	3.524964	4.11465	2.255647	2.596818	2.61678	3.587348	3.197357	4.6385	5.086128	3.010602	3.062375	4.162865	5.18991	3.298307	3.599268	2.995365	2.630592	4.23397	3.109406	2.583498	4.075314	4.040653	3.604137	3.099388	2.823724	3.440919
1110008P14Rik	6.509641	9.701242	11.458224	6.236306	6.459597	8.946803	9.719743	7.287164	4.612828	14.184045	8.808831	10.37219	18.566086	14.793191	15.764495	13.119743	5.74567	4.186841	11.740373	14.416006	8.687763	13.815439	7.917384	8.263019	7.182082	9.693898	4.178589	7.580681	7.749373	15.747916	5.384106	16.27283	10.238765	11.938118	18.299323	12.791531	6.69186	7.093262	8.230598	19.149308	8.879314	11.229388	15.832941	3.860615	10.477943	17.930449	13.114665	16.495203	6.614779	8.075602	16.371479	10.927809	4.418734	3.140139	8.978029	17.314975	12.061309	6.013616	10.25088	6.645917	10.650332	8.299416	13.080739	13.964372
1110012L19Rik	0.993755	2.04017	2.470425	2.191749	1.807131	2.108787	2.025293	1.874078	1.286633	2.92965	0.913099	1.307531	3.197572	1.812922	2.571828	1.826134	1.238061	1.958193	1.506162	1.83886	2.558849	2.040499	1.355128	1.725214	2.09496	1.946351	1.82804	1.196673	1.680789	1.628061	1.74683	4.121508	2.362386	3.066375	2.183047	1.642008	1.869756	1.825061	1.839067	3.072514	3.051133	2.736497	3.146175	1.195207	2.635732	2.987156	2.166929	2.679796	0.80216	1.607367	1.577757	2.748564	0.989084	1.230675	1.906168	1.829511	1.672914	2.286714	1.556326	0.63028	1.337739	1.478412	1.580271	1.362936
1110015O18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110017D15Rik	0.214587	0	0	0	0	0.279935	0	0.450556	0	0	0	0	0	0	0	0.222907	0	0.150065	0	0	0.43525	0.643618	0.119647	0	0	0	0.152834	0.071084	0	0.767179	0	0.197152	0	0	0	0	0	0	0	0.229464	0.478698	0	0	0	0	0	0	0	0.260539	0	0	0.241144	0	0.311241	0	0.216881	0.11786	0.790806	0	0	0	0	0	0
1110018N20Rik	1.767992	1.76978	1.812619	1.808065	1.113353	0.485507	1.460737	0.567542	2.617529	2.498959	2.902197	1.637358	2.928661	1.745026	2.806898	2.219294	1.220179	2.785032	1.636375	2.938043	3.346087	2.380457	1.582609	0.87932	4.193316	0.878292	1.114147	1.349437	1.622571	1.523963	0.505275	0.959411	1.044033	2.352938	2.850818	2.419405	1.334551	2.870115	1.487715	1.852809	3.629293	0.888342	3.485577	2.36815	2.027541	1.630691	2.391882	1.827996	3.151667	1.166036	2.188525	0.559395	1.684029	2.629551	1.495005	1.005055	2.513218	2.143168	2.255004	0.996564	1.828417	2.475665	2.020626	1.33083
1110019D14Rik	2.807615	1.586721	4.881918	1.457971	0.532286	2.900468	0.984487	3.216914	0.727979	3.837505	2.718672	2.823305	4.396024	0.542188	2.415445	4.97992	4.334385	4.204975	3.203379	2.723204	3.236125	3.243132	3.252057	4.788117	4.7943	1.862502	0.306767	2.215577	3.65857	1.598838	5.041338	2.904918	3.431784	3.292841	0.965461	2.418978	3.361547	3.817833	2.030442	1.401534	3.2843	1.664023	3.70883	3.24874	4.099222	3.847985	2.639858	1.12923	2.545416	4.495509	3.541489	4.667442	2.053869	3.674507	1.569968	5.393613	1.318297	3.715282	5.201755	2.764195	0.783229	1.170798	3.859023	1.415193
1110020A21Rik	0.730864	0.385397	0	0.771093	0	0.238695	0	1.18398	0.868379	0.595456	0.446459	0.511041	0	0.533313	0.765785	0.345689	0.26318	1.397214	0.575687	0.139196	0.416196	0.560045	1.461076	1.195499	0	1.243167	0.286771	0.894075	0.154123	0.425083	0.19848	0.105398	0.11001	0.595742	0.225795	0.51708	0.932046	1.807166	0.702057	0.746895	1.264645	0.478534	0.290722	0.755284	0.120686	0	0	0.606462	0.429475	1.026343	0.430546	0.618298	0.337047	0.684599	0.191594	0.949272	1.189467	0.472552	0.140562	1.393054	0.584734	0.290927	0.436174	0.793601
1110025L11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110028F11Rik	0	0	0	0	0	0	0	0	0.111926	0	0	0.114644	0	0	0	0	0	0	0.509717	0	0.249112	0	0.471451	0	0	0	0	0	0.136725	0	0.087867	0.093609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.562151	0	0	0	0	0	0	0	0	0	0	0	0
1110028F18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.171183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
